Node Number = 18824
398660.117504 3958907.797339 2.034674
398712.553439 3958833.505028 2.009890
398765.190716 3958917.663542 1.973001
398683.895214 3958769.873352 2.051178
398631.425765 3958819.695151 2.074903
398740.428736 3958760.561146 1.934880
398794.262659 3958825.439668 1.904923
398697.309574 3958708.610339 1.968063
398637.758547 3958726.995120 2.043867
398754.210291 3958691.844750 1.838427
398800.341263 3958734.093736 1.815467
398714.885894 3958644.308798 1.818735
398652.678765 3958658.078853 1.904768
398767.328695 3958636.828236 1.740732
398804.967581 3958666.666287 1.735169
398742.536268 3958583.920051 1.627333
398675.251770 3958586.570592 1.695372
398820.043426 3958597.401262 1.608261
398773.514373 3958525.276204 1.444643
398704.193432 3958513.135254 1.468383
398848.511278 3958522.508624 1.479267
398799.152685 3958470.726108 1.375144
398726.649158 3958463.965892 1.316715
398872.470830 3958474.908166 1.493688
398824.918421 3958422.130714 1.452110
398748.852070 3958415.567056 1.314496
398901.258850 3958429.112878 1.611402
398853.280382 3958375.220350 1.600025
398774.495683 3958367.249752 1.434940
398931.236457 3958383.732091 1.749384
398883.171848 3958328.942894 1.741705
398804.601022 3958320.153741 1.593169
398960.081319 3958338.383292 1.857610
398911.926669 3958282.279776 1.846992
398837.905231 3958273.888156 1.734231
398984.689276 3958293.831599 1.916108
398939.038790 3958230.951044 1.898297
398866.673561 3958227.681688 1.833360
399006.087713 3958250.135027 1.924681
398963.872202 3958174.242594 1.912147
398900.983294 3958157.535570 1.883307
399034.522009 3958181.832578 1.933669
398985.098479 3958113.040183 1.952330
398917.502962 3958111.961185 1.922103
399006.811500 3958058.159150 2.032405
399052.976900 3958113.670706 2.000904
398934.905273 3958038.374909 2.003083
398993.708030 3958007.094362 2.080655
399067.368841 3958018.615594 2.105308
399011.338296 3957953.986896 2.110625
398948.116219 3957966.335293 2.060828
399077.445724 3957948.589078 2.140670
399023.002079 3957889.602700 2.057636
398958.388880 3957893.684346 2.028262
399039.042314 3957837.949955 1.969825
399087.420604 3957878.225418 2.071019
398964.376626 3957825.180498 1.906956
399022.414032 3957787.759885 1.866377
399097.998247 3957808.981283 1.957364
399045.346168 3957733.915848 1.876764
398965.306799 3957732.771825 1.813534
399123.186795 3957736.982232 1.961756
399073.752811 3957669.416094 1.938020
398989.418330 3957667.583786 1.852074
399165.957038 3957663.915701 2.008476
399091.144261 3957613.626370 1.985684
399027.464262 3957600.472632 1.928472
399206.949589 3957594.338775 2.030603
399129.890103 3957577.635213 2.013787
399058.657077 3957556.692199 1.980558
399232.768936 3957549.046602 2.028138
399165.623431 3957526.588573 2.008663
399091.009239 3957510.649704 1.990031
399272.884271 3957479.197659 2.017209
399207.632745 3957465.849375 1.992963
399252.633966 3957417.387831 1.975883
399125.489952 3957462.011775 1.967223
399323.233694 3957415.395267 1.966552
399263.023188 3957365.633016 1.914746
399196.395938 3957360.863810 1.923481
399377.451678 3957352.516270 1.925663
399309.968369 3957322.599572 1.891561
399359.350840 3957278.500340 1.880653
399232.883990 3957311.918616 1.858557
399430.466406 3957288.687198 1.896238
399375.000941 3957217.064704 1.857463
399303.866817 3957211.633929 1.840599
399496.523627 3957194.273960 1.924417
399424.005941 3957169.605605 1.892474
399473.883453 3957119.405405 1.951666
399357.314718 3957136.896455 1.860388
399549.995487 3957112.181925 2.023427
399488.045711 3957059.659609 2.040567
399410.846512 3957061.305918 1.966191
399541.203305 3957019.504464 2.147594
399611.305608 3957027.236367 2.167202
399589.370489 3956975.231240 2.256943
399464.299803 3956985.900368 2.160448
399544.202756 3956956.817287 2.272038
399659.806507 3956956.142811 2.340856
399590.334273 3956916.455302 2.372260
399640.249477 3956886.495592 2.457506
399535.805893 3956886.995092 2.341006
399709.417276 3956891.413404 2.486939
399669.118794 3956831.416625 2.545521
399572.570517 3956837.049824 2.476969
399760.283248 3956835.059146 2.572540
399708.708746 3956774.602684 2.592371
399623.483510 3956763.879100 2.566395
399805.440301 3956774.967393 2.590589
399735.868981 3956721.935404 2.571038
399658.057624 3956720.358486 2.570495
399851.688845 3956730.217749 2.587162
399799.206355 3956684.501837 2.523489
399707.931883 3956655.246617 2.501178
399889.794031 3956691.930235 2.562248
399907.277011 3956618.841870 2.505278
399841.208304 3956620.391886 2.420631
399762.512116 3956596.823616 2.381886
399966.007124 3956633.180452 2.535212
399952.454663 3956581.670980 2.404409
399886.920925 3956567.035795 2.304436
399801.539355 3956563.217972 2.243978
400005.626204 3956606.370030 2.368651
400006.076813 3956544.402729 2.214434
399942.819910 3956520.195018 2.167535
399876.226332 3956497.897084 2.110964
400064.237813 3956572.149922 2.107838
400067.693282 3956508.929268 2.004200
400122.246622 3956471.529335 1.842899
400003.629023 3956477.101209 2.039309
399931.611680 3956453.062301 2.005093
400141.153865 3956550.906701 1.785850
400198.586418 3956446.389249 1.640588
400068.815583 3956437.485730 1.926235
400134.983983 3956413.935732 1.795746
400004.756864 3956398.532256 1.928203
400296.865481 3956489.530854 1.479508
400290.580972 3956393.045121 1.463681
400205.687570 3956359.387775 1.655204
400079.583701 3956354.886624 1.809630
400366.239377 3956340.907175 1.414921
400373.524321 3956430.267048 1.358361
400302.582672 3956291.788675 1.549765
400394.873768 3956249.611026 1.503349
400227.807694 3956256.281301 1.669132
400469.635172 3956339.824047 1.402373
400471.041100 3956220.433779 1.485430
400429.437621 3956153.212831 1.584227
400330.306660 3956151.499704 1.606839
400503.252185 3956154.278248 1.550848
400558.006757 3956205.242782 1.478293
400482.379700 3956072.674799 1.662514
400394.772331 3956070.779456 1.652558
400575.395739 3956119.827035 1.621550
400546.442606 3956038.496000 1.733351
400499.182497 3955982.104047 1.775867
400428.174919 3955990.026019 1.722169
400560.694248 3955970.630242 1.829080
400614.560850 3956047.243903 1.777369
400528.677841 3955899.149463 1.879989
400448.725705 3955921.647774 1.814852
400614.607446 3955886.157814 1.925044
400564.926232 3955826.810739 1.980664
400483.930906 3955807.546171 1.927445
400560.605278 3955752.048580 2.035739
400636.809682 3955789.151667 2.078284
400499.647219 3955706.636335 1.985349
400614.207858 3955706.709484 2.139475
400564.109747 3955675.437103 2.073996
400682.338878 3955673.593729 2.197249
400511.095667 3955635.939676 2.002021
400627.175732 3955643.316343 2.194740
400571.926717 3955607.972236 2.097775
400694.805162 3955614.648626 2.270019
400515.049180 3955571.586788 2.004510
400635.666048 3955581.536903 2.242050
400578.463930 3955540.016600 2.116866
400699.876083 3955566.760642 2.317727
400516.256579 3955482.007893 2.003037
400641.748669 3955516.506987 2.265768
400590.136389 3955480.488774 2.135070
400704.610785 3955491.958338 2.319224
400513.941533 3955417.782166 1.972675
400572.473970 3955425.631750 2.062941
400641.738772 3955438.280673 2.234439
400692.573004 3955417.219196 2.292323
400558.574582 3955368.288033 2.043170
400507.654831 3955325.983220 2.038029
400614.195988 3955366.942963 2.157750
400676.432631 3955369.216717 2.238675
400489.392350 3955231.320198 2.079371
400584.606588 3955305.100103 2.123580
400549.772801 3955253.815879 2.109902
400651.349379 3955295.140470 2.188850
400460.247099 3955166.451000 2.066118
400541.118310 3955186.245778 2.122423
400626.091950 3955220.430111 2.155775
400419.161793 3955076.468341 1.949510
400528.219956 3955124.043956 2.102293
400487.873818 3955089.496825 2.033688
400592.985721 3955121.413515 2.129384
400396.878840 3955030.413490 1.802120
400472.865442 3955023.908186 1.924959
400558.874816 3955056.612689 2.047662
400371.788621 3954983.963469 1.680573
400423.644243 3954971.947956 1.786032
400381.943847 3954927.429741 1.698944
400479.671845 3954960.105675 1.882855
400543.952722 3954982.312388 1.948567
400302.129868 3954896.093371 1.626617
400373.439665 3954879.276757 1.699475
400438.716848 3954905.867154 1.795197
400519.179983 3954916.492700 1.871966
400250.732765 3954832.826213 1.611365
400334.350556 3954828.243310 1.653022
400410.057211 3954838.750234 1.730309
400483.081123 3954847.067038 1.787108
400205.175362 3954725.181374 1.691204
400295.116590 3954752.820043 1.671331
400374.627237 3954769.693227 1.690049
400456.127811 3954802.353935 1.715644
400193.845478 3954654.978178 1.844793
400182.312758 3954580.606690 2.001887
400265.263064 3954670.947342 1.783522
400340.550573 3954690.028843 1.731228
400411.560693 3954705.963000 1.698983
400243.816409 3954596.472442 1.941536
400225.402712 3954533.461801 2.062809
400170.430433 3954481.602286 2.122053
404684.327293 3949137.018673 1.483550
404715.626760 3949209.852710 1.375255
404604.591843 3949069.977961 1.710390
404596.769410 3949133.581115 1.638878
404382.808772 3948883.790201 1.362822
400175.970617 3954386.326269 2.212959
400221.515824 3954422.400698 2.178613
400313.073954 3954606.203159 1.852115
400383.661920 3954634.546294 1.765560
400283.000479 3954532.637525 2.000605
400247.453470 3954475.990045 2.112944
404627.299255 3949188.599285 1.524504
404523.572994 3949002.416716 1.799303
404442.841873 3948934.403384 1.631062
404522.154417 3949100.520939 1.800050
404545.474212 3949171.788733 1.721119
404372.223396 3948964.012427 1.468610
404322.573334 3948929.282785 1.267490
404323.168398 3948841.729957 1.204657
400181.337724 3954267.449065 2.325257
400235.458248 3954353.358159 2.253959
400278.266357 3954414.726740 2.147487
400362.151299 3954512.586531 1.911088
400306.105031 3954471.111210 2.035892
404532.715851 3949262.497164 1.734218
404466.895906 3949389.727256 1.775775
404414.085892 3949051.615921 1.702561
404448.432146 3949173.745191 1.787972
404298.807095 3949020.969847 1.404465
404235.859000 3948935.911499 1.224408
400183.980843 3954178.509215 2.357693
400228.687367 3954225.769288 2.417133
400256.246899 3954283.361156 2.374092
400299.412060 3954345.885068 2.234367
400359.653537 3954419.615250 2.070391
404334.001910 3949637.190913 1.661723
404387.192737 3949538.018284 1.737666
404385.593145 3949290.805402 1.773469
404345.536686 3949410.808538 1.781327
404290.569351 3949165.243016 1.622498
404157.531612 3949079.753530 1.382887
400185.457783 3954115.605409 2.301631
400239.612348 3954173.100521 2.436725
400282.258999 3954226.426514 2.470014
400310.327013 3954281.278839 2.365484
400356.520295 3954322.970255 2.245859
404295.231430 3949710.046809 1.652817
404272.974390 3949610.728222 1.713143
404258.592745 3949492.680471 1.770432
404229.408918 3949342.811306 1.714751
404100.126604 3949197.000043 1.557314
400201.161523 3954025.177162 2.163460
400255.805538 3954124.994627 2.430197
400244.195165 3954075.688544 2.303307
400301.483584 3954167.298051 2.519953
400357.196805 3954227.751216 2.449755
404241.259005 3949809.197975 1.648141
404197.736381 3949701.357530 1.711223
404165.091121 3949585.075383 1.766760
404151.352609 3949468.641117 1.748458
404074.091322 3949374.500667 1.670882
400224.618639 3953953.021332 2.121853
400270.272207 3954019.384930 2.270085
400308.278796 3954093.280619 2.485833
400365.749002 3954158.234840 2.556699
404188.054273 3949908.306968 1.610920
404131.550689 3949804.189660 1.681593
404080.311680 3949688.907198 1.738689
404029.578945 3949548.137805 1.733495
400241.705478 3953909.062531 2.135233
400310.220274 3953880.970086 2.216843
400303.895696 3953948.650285 2.268762
400339.483454 3954020.491674 2.464765
400380.962600 3954086.871655 2.566553
404135.898348 3950006.425889 1.560551
404071.645550 3949912.467924 1.622689
404010.297272 3949804.900420 1.680066
403947.615695 3949689.782417 1.700213
400283.511738 3953822.906569 2.173932
400352.885605 3953827.528767 2.224186
400369.102835 3953896.702310 2.301209
400371.866990 3953960.919126 2.417744
400401.624425 3954013.843464 2.497443
404082.612793 3950104.996015 1.538415
404017.546059 3950023.920694 1.571016
403946.526637 3949927.063944 1.607887
403884.133389 3949806.991438 1.628737
400319.982384 3953760.432077 2.208671
400403.976484 3953766.923873 2.162954
400430.519888 3953837.237708 2.157529
400445.228564 3953924.907923 2.295585
403982.893249 3950125.110388 1.559124
404015.909617 3950225.113035 1.559281
403885.699794 3950067.460065 1.554797
403809.837751 3949946.643188 1.551998
400369.901675 3953697.113863 2.228175
400460.577858 3953705.490599 2.111049
400489.991510 3953773.740231 1.942215
400521.934315 3953833.623138 1.971308
403912.697988 3950204.062161 1.575133
403954.777266 3950309.659455 1.594368
403795.217686 3950186.621149 1.517529
403735.179223 3950058.799008 1.485720
400428.323040 3953632.514679 2.285095
400525.892077 3953643.842955 2.134210
400545.382369 3953718.808019 1.804534
400577.558120 3953780.358111 1.704851
403841.690317 3950310.408916 1.582688
403900.782054 3950408.878687 1.609520
403714.888739 3950322.733679 1.496092
403681.150061 3950156.263121 1.437858
400527.423966 3953552.752134 2.394284
400591.454901 3953587.516692 2.228356
400602.190338 3953665.975619 1.785693
400616.084307 3953743.440632 1.568256
403771.778195 3950430.498397 1.577263
403658.300315 3950446.207413 1.495320
403833.140524 3950532.006565 1.597356
403541.195899 3950406.403237 1.419783
400584.799030 3953509.869117 2.545711
